No,Player,Age,Pos,G,GS,Wt,Ht,BirthDate,Yrs,AV,Team,Year
25.0,J Powers,27,DB,16,11.0,190.0,69.0,7/19/1987,5,5,CRD,2014.0
98.0,F Rucker,31,DE,15,7.0,261.0,75.0,9/14/1983,7,5,CRD,2014.0
0,J Saunders,22,WR,3,0,165.0,69.0,9/30/1992,0,0,CRD,2014.0
63.0,L Sendlein,30,GC,16,16.0,299.0,75.0,3/16/1984,7,7,CRD,2014.0
91.0,M Shaughnessy,28,DE,8,7.0,260.0,77.0,9/23/1986,5,3,CRD,2014.0
79.0,B Sowell,25,T,16,0.0,277.0,78.0,6/6/1989,2,1,CRD,2014.0
5.0,D Stanton,30,QB,9,8.0,226.0,75.0,5/7/1984,6,5,CRD,2014.0
72.0,E Stinson,24,DE,10,2.0,287.0,76.0,2/15/1990,0,2,CRD,2014.0
66.0,A Ta'amu,24,DT,7,0.0,348.0,75.0,8/23/1990,2,1,CRD,2014.0
30.0,S Taylor,23,RB,14,4.0,214.0,69.0,6/9/1991,1,2,CRD,2014.0
6.0,L Thomas,23,TE,2,0.0,250.0,78.0,7/1/1991,0,0,CRD,2014.0
68.0,J Veldheer,27,T,16,16.0,321.0,80.0,6/14/1987,4,7,CRD,2014.0
78.0,E Watford,24,OG,10,0.0,300.0,75.0,6/24/1990,1,1,CRD,2014.0
92.0,D Williams,27,DT,16,9.0,330.0,74.0,6/1/1987,4,5,CRD,2014.0
33.0,K Williams,23,RB,5,0.0,198.0,68.0,6/9/1991,1,1,CRD,2014.0
9.0,D Zastudil,36,PK,2,0.0,220.0,75.0,10/26/1978,12,0,CRD,2014.0
28.0,J Bethel,25,DB,16,5.0,200.0,72.0,6/17/1990,3,5,CRD,2015.0
35.0,C Brooks,24,DB,3,0.0,200.0,70.0,4/24/1991,0,0,CRD,2015.0
13.0,J Brown,25,WR,16,0.0,204.0,75.0,1/8/1990,2,1,CRD,2015.0
12.0,J Brown,25,WR,15,11.0,178.0,71.0,4/3/1990,1,10,CRD,2015.0
71.0,R Bryant,31,DT,6,0.0,326.0,77.0,4/18/1984,7,0,CRD,2015.0
20.0,D Bucannon,23,S,16,16.0,211.0,73.0,8/30/1992,1,9,CRD,2015.0
2.0,D Butler,26,PK,16,0.0,199.0,73.0,5/10/1989,3,1,CRD,2015.0
93.0,C Campbell,29,DE,16,16.0,300.0,80.0,9/1/1986,7,10,CRD,2015.0
7.0,C Catanzaro,24,PK,16,0.0,200.0,75.0,2/26/1991,1,3,CRD,2015.0
29.0,C Clemons,30,DB,7,0.0,210.0,73.0,9/15/1985,6,1,CRD,2015.0
61.0,J Cooper,25,OG,14,9.0,308.0,74.0,1/19/1990,2,6,CRD,2015.0
54.0,K Demens,25,LB,5,0.0,242.0,73.0,2/4/1990,2,0,CRD,2015.0
38.0,A Ellington,26,RB,10,2.0,200.0,69.0,2/3/1989,2,3,CRD,2015.0
85.0,D Fells,29,TE,14,12.0,270.0,79.0,4/22/1986,2,3,CRD,2015.0
11.0,L Fitzgerald,32,WR,16,16.0,218.0,75.0,8/31/1983,11,11,CRD,2015.0
15.0,M Floyd,26,WR,15,6.0,220.0,75.0,11/27/1989,3,8,CRD,2015.0
54.0,D Freeney,35,DE,11,0.0,268.0,73.0,2/19/1980,13,1,CRD,2015.0
59.0,A Fua,23,LB,16,0.0,228.0,77.0,1/1/1992,0,1,CRD,2015.0
10.0,B Golden,27,WR,14,0.0,186.0,71.0,7/20/1988,3,0,CRD,2015.0
44.0,M Golden,24,LB,15,6.0,260.0,75.0,3/13/1991,0,3,CRD,2015.0
84.0,J Gresham,27,TE,15,12.0,260.0,77.0,6/16/1988,5,2,CRD,2015.0
95.0,R Gunter,23,DT,16,11.0,305.0,77.0,1/19/1992,0,5,CRD,2015.0
76.0,M Iupati,28,GC,13,13.0,331.0,77.0,5/12/1987,5,12,CRD,2015.0
22.0,T Jefferson,23,S,16,7.0,211.0,71.0,1/27/1992,2,4,CRD,2015.0
23.0,C Johnson,30,RB,11,9.0,195.0,71.0,9/23/1985,7,6,CRD,2015.0
31.0,D Johnson,24,RB,16,5.0,224.0,73.0,12/16/1991,0,9,CRD,2015.0
26.0,R Johnson,29,DB,14,14.0,195.0,72.0,1/2/1986,6,6,CRD,2015.0
62.0,T Larsen,28,GC,10,10.0,323.0,75.0,6/13/1987,5,6,CRD,2015.0
82.0,M Leach,39,TE,16,0.0,235.0,74.0,10/18/1976,15,1,CRD,2015.0
96.0,K Martin,23,DE,16,2.0,272.0,78.0,2/19/1992,1,2,CRD,2015.0
70.0,B Massie,26,T,14,14.0,316.0,78.0,8/1/1989,3,8,CRD,2015.0
32.0,T Mathieu,23,DB,14,14.0,190.0,69.0,5/13/1992,2,12,CRD,2015.0
97.0,J Mauro,24,DE,14,4.0,290.0,78.0,2/17/1991,1,3,CRD,2015.0
51.0,K Minter,25,LB,16,16.0,246.0,72.0,12/3/1990,2,7,CRD,2015.0
14.0,J Nelson,23,WR,11,2.0,160.0,70.0,4/24/1992,0,3,CRD,2015.0
87.0,T Niklas,23,TE,16,3.0,270.0,78.0,9/18/1992,1,0,CRD,2015.0
57.0,A Okafor,24,DE,13,13.0,261.0,76.0,2/8/1991,2,6,CRD,2015.0
3.0,C Palmer,36,QB,16,16.0,235.0,77.0,12/27/1979,11,16,CRD,2015.0
21.0,P Peterson,25,DB,16,16.0,198.0,73.0,7/11/1990,4,15,CRD,2015.0
25.0,J Powers,28,DB,13,13.0,190.0,69.0,7/19/1987,6,5,CRD,2015.0
90.0,C Redding,35,DE,12,0.0,318.0,76.0,11/15/1980,12,2,CRD,2015.0
92.0,F Rucker,32,DE,13,13.0,261.0,75.0,9/14/1983,8,6,CRD,2015.0
63.0,L Sendlein,31,GC,15,15.0,299.0,75.0,3/16/1984,8,9,CRD,2015.0
53.0,A Shipley,29,GC,12,3.0,307.0,73.0,5/22/1986,6,3,CRD,2015.0
79.0,B Sowell,26,T,16,0.0,277.0,78.0,6/6/1989,3,2,CRD,2015.0
5.0,D Stanton,31,QB,7,0.0,226.0,75.0,5/7/1984,7,0,CRD,2015.0
91.0,E Stinson,25,DE,15,2.0,287.0,76.0,2/15/1990,1,2,CRD,2015.0
36.0,D Swearinger,24,S,4,1.0,205.0,70.0,9/1/1991,2,1,CRD,2015.0
30.0,S Taylor,24,RB,16,0.0,214.0,69.0,6/9/1991,2,0,CRD,2015.0
68.0,J Veldheer,28,T,16,16.0,321.0,80.0,6/14/1987,5,9,CRD,2015.0
78.0,E Watford,25,OG,8,2.0,300.0,75.0,6/24/1990,2,2,CRD,2015.0
55.0,S Weatherspoon,28,LB,14,0.0,241.0,73.0,12/29/1987,5,1,CRD,2015.0
27.0,C White,25,S,3,0.0,206.0,71.0,5/9/1990,3,0,CRD,2015.0
33.0,K Williams,24,RB,6,0.0,198.0,68.0,6/9/1991,2,1,CRD,2015.0
94.0,X Williams,23,DT,4,0.0,309.0,74.0,1/18/1992,0,0,CRD,2015.0
56.0,L Woodley,31,LB,10,7.0,266.0,74.0,11/3/1984,8,3,CRD,2015.0
54.0,J Bartu,26,LB,7,0.0,230.0,74.0,10/3/1990,3,0,CRD,2016.0
28.0,J Bethel,26,DB,16,3.0,200.0,72.0,6/17/1990,4,3,CRD,2016.0
70.0,E Boehm,23,GC,16,1.0,321.0,75.0,8/19/1993,0,2,CRD,2016.0
65.0,T Boggs,29,GC,5,2.0,285.0,75.0,2/20/1987,5,1,CRD,2016.0
27.0,T Branch,30,DB,6,5.0,197.0,71.0,12/11/1986,8,2,CRD,2016.0
46.0,A Brewer,26,LS,13,0.0,232.0,77.0,7/5/1990,4,1,CRD,2016.0
13.0,J Brown,26,WR,7,2.0,204.0,75.0,1/8/1990,3,2,CRD,2016.0
12.0,J Brown,26,WR,15,6.0,178.0,71.0,4/3/1990,2,4,CRD,2016.0
25.0,C Bryant,24,S,3,0.0,198.0,69.0,3/21/1992,2,0,CRD,2016.0
20.0,D Bucannon,24,S,13,13.0,211.0,73.0,8/30/1992,2,7,CRD,2016.0
2.0,D Butler,27,PK,7,0.0,199.0,73.0,5/10/1989,4,0,CRD,2016.0
93.0,C Campbell,30,DE,16,16.0,300.0,80.0,9/1/1986,8,16,CRD,2016.0
86.0,K Canaday,23,LS,3,0.0,245.0,76.0,8/20/1993,0,0,CRD,2016.0
7.0,C Catanzaro,25,PK,16,0.0,200.0,75.0,2/26/1991,2,2,CRD,2016.0
41.0,M Cooper,26,DB,15,13.0,197.0,74.0,2/1/1990,3,6,CRD,2016.0
38.0,A Ellington,27,RB,16,0.0,200.0,69.0,2/3/1989,3,1,CRD,2016.0
85.0,D Fells,30,TE,14,7.0,270.0,79.0,4/22/1986,3,1,CRD,2016.0
11.0,L Fitzgerald,33,WR,16,16.0,218.0,75.0,8/31/1983,12,9,CRD,2016.0
15.0,M Floyd,27,WR,13,7.0,220.0,75.0,11/27/1989,4,4,CRD,2016.0
59.0,A Fua,24,LB,3,0.0,228.0,77.0,1/1/1992,1,0,CRD,2016.0
10.0,B Golden,28,WR,12,1.0,186.0,71.0,7/20/1988,4,1,CRD,2016.0
44.0,M Golden,25,LB,16,3.0,260.0,75.0,3/13/1991,1,4,CRD,2016.0
52.0,Z Gooden,26,LB,7,0.0,234.0,74.0,8/31/1990,3,1,CRD,2016.0
84.0,J Gresham,28,TE,16,14.0,260.0,77.0,6/16/1988,6,3,CRD,2016.0
95.0,R Gunter,24,DT,16,1.0,305.0,77.0,1/19/1992,1,2,CRD,2016.0
45.0,T Hartfield,25,DB,2,0.0,195.0,74.0,11/17/1991,0,0,CRD,2016.0
74.0,D Humphries,23,T,13,13.0,307.0,77.0,12/28/1993,0,6,CRD,2016.0
76.0,M Iupati,29,GC,15,15.0,331.0,77.0,5/12/1987,6,7,CRD,2016.0
22.0,T Jefferson,24,S,15,14.0,211.0,71.0,1/27/1992,3,6,CRD,2016.0
75.0,U John,24,T,3,3.0,312.0,77.0,5/20/1992,2,2,CRD,2016.0
23.0,C Johnson,31,RB,4,0.0,195.0,71.0,9/23/1985,8,1,CRD,2016.0
31.0,D Johnson,25,RB,16,16.0,224.0,73.0,12/16/1991,1,15,CRD,2016.0
55.0,C Jones,26,DE,16,16.0,265.0,77.0,2/27/1990,4,9,CRD,2016.0
52.0,L Louis,23,LB,1,0.0,231.0,72.0,10/2/1993,0,0,CRD,2016.0
50.0,G Martin,24,LB,8,0.0,236.0,74.0,6/5/1992,1,1,CRD,2016.0
96.0,K Martin,24,DE,13,0.0,272.0,78.0,2/19/1992,2,1,CRD,2016.0
32.0,T Mathieu,24,DB,10,10.0,190.0,69.0,5/13/1992,3,4,CRD,2016.0
69.0,E Mathis,35,GC,4,4.0,301.0,77.0,11/1/1981,11,2,CRD,2016.0
97.0,J Mauro,25,DE,15,13.0,290.0,78.0,2/17/1991,2,7,CRD,2016.0
34.0,H Miller,22,DB,2,2.0,182.0,72.0,6/20/1994,0,1,CRD,2016.0
51.0,K Minter,26,LB,16,16.0,246.0,72.0,12/3/1990,3,8,CRD,2016.0
80.0,I Momah,27,WR,5,1.0,239.0,79.0,10/23/1989,2,0,CRD,2016.0
54.0,S Moore,26,LB,4,3.0,245.0,73.0,5/2/1990,3,2,CRD,2016.0
14.0,J Nelson,24,WR,15,6.0,160.0,70.0,4/24/1992,1,5,CRD,2016.0
87.0,T Niklas,24,TE,3,2.0,270.0,78.0,9/18/1992,2,0,CRD,2016.0
90.0,R Nkemdiche,22,DT,5,0.0,296.0,75.0,9/19/1994,0,0,CRD,2016.0
57.0,A Okafor,25,DE,15,0.0,261.0,76.0,2/8/1991,3,2,CRD,2016.0
3.0,C Palmer,37,QB,15,15.0,235.0,77.0,12/27/1979,12,12,CRD,2016.0
98.0,C Peters,28,DT,15,14.0,335.0,75.0,6/8/1988,6,6,CRD,2016.0
21.0,P Peterson,26,DB,16,16.0,198.0,73.0,7/11/1990,5,10,CRD,2016.0
63.0,G Price,22,T,1,0.0,310.0,76.0,10/31/1994,0,0,CRD,2016.0
9.0,R Quigley,26,PK,6,0.0,205.0,74.0,1/26/1990,3,0,CRD,2016.0
16.0,J Ross,28,WR,2,1.0,213.0,71.0,3/16/1988,5,0,CRD,2016.0
92.0,F Rucker,33,DE,13,1.0,261.0,75.0,9/14/1983,9,2,CRD,2016.0
53.0,A Shipley,30,GC,16,16.0,307.0,73.0,5/22/1986,7,8,CRD,2016.0
29.0,T Simon,25,DB,9,0.0,202.0,74.0,3/6/1991,3,1,CRD,2016.0
5.0,D Stanton,32,QB,5,1.0,226.0,75.0,5/7/1984,8,1,CRD,2016.0
91.0,E Stinson,26,DE,4,1.0,287.0,76.0,2/15/1990,2,1,CRD,2016.0
36.0,D Swearinger,25,S,16,12.0,205.0,70.0,9/1/1991,3,5,CRD,2016.0
30.0,S Taylor,25,RB,15,0.0,214.0,69.0,6/9/1991,3,0,CRD,2016.0
61.0,C Toner,22,T,2,0.0,310.0,77.0,3/13/1994,0,0,CRD,2016.0
89.0,H Valles,24,TE,11,1.0,250.0,75.0,11/23/1992,0,0,CRD,2016.0
68.0,J Veldheer,29,T,8,8.0,321.0,80.0,6/14/1987,6,4,CRD,2016.0
78.0,E Watford,26,OG,15,10.0,300.0,75.0,6/24/1990,3,5,CRD,2016.0
73.0,J Wetzel,25,T,16,8.0,328.0,79.0,7/18/1991,3,4,CRD,2016.0
6.0,M Wile,24,PK,3,0.0,225.0,74.0,6/20/1992,0,0,CRD,2016.0
26.0,B Williams,24,DB,13,3.0,200.0,72.0,9/9/1992,0,2,CRD,2016.0
33.0,K Williams,25,RB,10,0.0,198.0,68.0,6/9/1991,3,1,CRD,2016.0
94.0,X Williams,24,DT,8,1.0,309.0,74.0,1/18/1992,1,1,CRD,2016.0
58.0,S III,22,LB,3,0.0,247.0,72.0,8/28/1994,0,0,CRD,2016.0
54.0,B Albright,23,LB,7,0.0,245.0,77.0,3/15/1994,1,0,CRD,2017.0
36.0,B Baker,21,S,16,7.0,195.0,70.0,1/10/1996,0,9,CRD,2017.0
64.0,K Barnes,35,T,3,0.0,320.0,78.0,4/21/1982,12,0,CRD,2017.0
41.0,A Bethea,33,DB,15,6.0,206.0,71.0,7/27/1984,11,4,CRD,2017.0
28.0,J Bethel,27,DB,16,6.0,200.0,72.0,6/17/1990,5,3,CRD,2017.0
70.0,E Boehm,24,GC,15,8.0,321.0,75.0,8/19/1993,1,4,CRD,2017.0
75.0,A Boone,30,T,14,13.0,330.0,79.0,5/4/1987,7,5,CRD,2017.0
27.0,T Branch,31,DB,9,9.0,197.0,71.0,12/11/1986,9,3,CRD,2017.0
46.0,A Brewer,27,LS,8,0.0,232.0,77.0,7/5/1990,5,0,CRD,2017.0
13.0,J Brown,27,WR,16,8.0,204.0,75.0,1/8/1990,4,3,CRD,2017.0
12.0,J Brown,27,WR,10,5.0,178.0,71.0,4/3/1990,3,2,CRD,2017.0
20.0,D Bucannon,25,S,12,12.0,211.0,73.0,8/30/1992,3,6,CRD,2017.0
57.0,J Bynes,28,LB,14,1.0,240.0,73.0,8/24/1989,6,2,CRD,2017.0
56.0,K Dansby,36,LB,16,15.0,250.0,76.0,11/3/1981,13,8,CRD,2017.0
4.0,P Dawson,42,PK,16,0.0,200.0,71.0,1/23/1975,18,2,CRD,2017.0
81.0,J Dray,31,TE,1,0.0,253.0,77.0,12/31/1986,7,0,CRD,2017.0
49.0,J Drescher,29,GC,8,0.0,230.0,73.0,1/1/1988,7,0,CRD,2017.0
38.0,A Ellington,28,RB,8,0.0,200.0,69.0,2/3/1989,4,2,CRD,2017.0
11.0,L Fitzgerald,34,WR,16,16.0,218.0,75.0,8/31/1983,13,8,CRD,2017.0
30.0,R Ford,23,S,10,0.0,204.0,72.0,11/1/1994,0,1,CRD,2017.0
37.0,D Foster,24,RB,7,0.0,205.0,72.0,11/22/1993,1,1,CRD,2017.0
7.0,B Gabbert,28,QB,5,5.0,235.0,77.0,10/15/1989,6,2,CRD,2017.0
10.0,B Golden,29,WR,13,0.0,186.0,71.0,7/20/1988,5,1,CRD,2017.0
44.0,M Golden,26,LB,4,4.0,260.0,75.0,3/13/1991,2,2,CRD,2017.0
42.0,C Goodwin,27,DB,2,0.0,190.0,75.0,2/4/1990,3,0,CRD,2017.0
84.0,J Gresham,29,TE,14,14.0,260.0,77.0,6/16/1988,7,2,CRD,2017.0
95.0,R Gunter,25,DT,16,3.0,305.0,77.0,1/19/1992,2,2,CRD,2017.0
48.0,B Hill,24,RB,2,0.0,221.0,71.0,1/2/1993,1,0,CRD,2017.0
69.0,W Holden,24,T,7,5.0,312.0,79.0,9/14/1993,0,2,CRD,2017.0
85.0,G Holmes,26,TE,2,0.0,255.0,77.0,3/29/1991,0,0,CRD,2017.0
74.0,D Humphries,24,T,5,5.0,307.0,77.0,12/28/1993,1,2,CRD,2017.0
76.0,M Iupati,30,GC,1,1.0,331.0,77.0,5/12/1987,7,0,CRD,2017.0
23.0,C Johnson,32,RB,4,3.0,195.0,71.0,9/23/1985,9,1,CRD,2017.0
31.0,D Johnson,26,RB,1,1.0,224.0,73.0,12/16/1991,2,1,CRD,2017.0
55.0,C Jones,27,DE,16,16.0,265.0,77.0,2/27/1990,5,15,CRD,2017.0
2.0,A Lee,35,PK,16,0.0,185.0,73.0,8/11/1982,13,3,CRD,2017.0
50.0,G Martin,25,LB,3,0.0,236.0,74.0,6/5/1992,2,0,CRD,2017.0
96.0,K Martin,25,DE,16,10.0,272.0,78.0,2/19/1992,3,5,CRD,2017.0
32.0,T Mathieu,25,DB,16,16.0,190.0,69.0,5/13/1992,4,6,CRD,2017.0
97.0,J Mauro,26,DE,13,7.0,290.0,78.0,2/17/1991,3,4,CRD,2017.0
34.0,H Miller,23,DB,5,0.0,182.0,72.0,6/20/1994,1,1,CRD,2017.0
80.0,I Momah,28,WR,9,2.0,239.0,79.0,10/23/1989,3,0,CRD,2017.0
62.0,D Munyer,25,OL,1,0.0,305.0,73.0,3/4/1992,2,0,CRD,2017.0
14.0,J Nelson,25,WR,16,5.0,160.0,70.0,4/24/1992,2,4,CRD,2017.0
87.0,T Niklas,25,TE,15,11.0,270.0,78.0,9/18/1992,3,1,CRD,2017.0
90.0,R Nkemdiche,23,DT,12,0.0,296.0,75.0,9/19/1994,1,1,CRD,2017.0
78.0,V Painter,28,T,6,0.0,318.0,76.0,11/10/1989,4,0,CRD,2017.0
3.0,C Palmer,38,QB,7,7.0,235.0,77.0,12/27/1979,13,5,CRD,2017.0
35.0,E Penny,24,RB,16,0.0,234.0,74.0,8/17/1993,0,1,CRD,2017.0
98.0,C Peters,29,DT,12,12.0,335.0,75.0,6/8/1988,7,5,CRD,2017.0
23.0,A Peterson,32,RB,6,6.0,220.0,73.0,3/21/1985,10,3,CRD,2017.0
21.0,P Peterson,27,DB,16,16.0,198.0,73.0,7/11/1990,6,9,CRD,2017.0
72.0,O Pierre,26,DT,14,7.0,293.0,77.0,8/27/1991,0,4,CRD,2017.0
43.0,H Reddick,23,LB,16,3.0,235.0,73.0,9/22/1994,0,3,CRD,2017.0
92.0,F Rucker,34,DE,16,16.0,261.0,75.0,9/14/1983,10,7,CRD,2017.0
86.0,R Seals-Jones,22,TE,10,1.0,243.0,77.0,3/15/1995,0,1,CRD,2017.0
53.0,A Shipley,31,GC,16,16.0,307.0,73.0,5/22/1986,8,6,CRD,2017.0
5.0,D Stanton,33,QB,5,4.0,226.0,75.0,5/7/1984,9,0,CRD,2017.0
79.0,M Tuerk,23,GC,1,0.0,285.0,77.0,1/27/1994,0,0,CRD,2017.0
68.0,J Veldheer,30,T,13,13.0,321.0,80.0,6/14/1987,7,5,CRD,2017.0
71.0,E Watford,27,OG,10,9.0,300.0,75.0,6/24/1990,4,4,CRD,2017.0
73.0,J Wetzel,26,T,16,11.0,328.0,79.0,7/18/1991,4,5,CRD,2017.0
26.0,B Williams,25,DB,16,0.0,200.0,72.0,9/9/1992,1,1,CRD,2017.0
16.0,C Williams,23,WR,6,1.0,204.0,74.0,10/19/1994,0,0,CRD,2017.0
33.0,K Williams,26,RB,16,6.0,198.0,68.0,6/9/1991,4,3,CRD,2017.0
25.0,T Williams,34,DB,13,9.0,191.0,71.0,3/16/1983,10,4,CRD,2017.0
94.0,X Williams,25,DT,11,1.0,309.0,74.0,1/18/1992,2,2,CRD,2017.0
58.0,S III,23,LB,10,0.0,247.0,72.0,8/28/1994,1,1,CRD,2017.0
70.0,O Aboushi,27,T,8,6.0,308.0,77.0,6/5/1991,5,2,CRD,2018.0
38.0,D Amerson,27,DB,6,5.0,212.0,73.0,12/8/1991,5,2,CRD,2018.0
58.0,T Armbrister,26,LB,1,0.0,239.0,74.0,12/25/1992,3,0,CRD,2018.0
36.0,B Baker,22,S,14,13.0,195.0,70.0,1/10/1996,1,5,CRD,2018.0
60.0,J Barksdale,30,T,4,4.0,326.0,77.0,1/1/1988,7,1,CRD,2018.0
23.0,B Benwikere,27,DB,11,8.0,195.0,72.0,9/3/1991,4,3,CRD,2018.0
41.0,A Bethea,34,DB,16,16.0,206.0,71.0,7/27/1984,12,5,CRD,2018.0
33.0,T Boston,26,S,14,13.0,205.0,73.0,6/25/1992,4,5,CRD,2018.0
9.0,S Bradford,31,QB,3,3.0,224.0,76.0,11/8/1987,8,1,CRD,2018.0
46.0,A Brewer,28,LS,16,0.0,232.0,77.0,7/5/1990,6,1,CRD,2018.0
20.0,D Bucannon,26,S,13,6.0,211.0,73.0,8/30/1992,4,6,CRD,2018.0
57.0,J Bynes,29,LB,11,11.0,240.0,73.0,8/24/1989,7,6,CRD,2018.0
75.0,B Clausell,26,T,2,0.0,330.0,78.0,1/31/1992,0,0,CRD,2018.0
64.0,M Cole,22,GC,16,16.0,298.0,77.0,3/28/1996,0,4,CRD,2018.0
32.0,D Coleman,28,RB,16,4.0,233.0,72.0,10/18/1990,6,0,CRD,2018.0
12.0,P Cooper,23,WR,2,0.0,208.0,71.0,3/7/1995,2,0,CRD,2018.0
79.0,K Cunningham,23,T,6,6.0,305.0,78.0,5/17/1995,0,2,CRD,2018.0
81.0,D Daniels,24,TE,2,1.0,256.0,75.0,11/22/1994,1,0,CRD,2018.0
4.0,P Dawson,43,PK,10,0.0,200.0,71.0,1/23/1975,19,1,CRD,2018.0
54.0,V Dora,26,LB,3,0.0,256.0,76.0,9/7/1992,2,0,CRD,2018.0
15.0,M Dupre,23,WR,1,0.0,196.0,74.0,10/12/1995,0,0,CRD,2018.0
29.0,C Edmonds,22,RB,16,0.0,210.0,69.0,4/13/1996,0,2,CRD,2018.0
11.0,L Fitzgerald,35,WR,16,16.0,218.0,75.0,8/31/1983,14,5,CRD,2018.0
30.0,R Ford,24,S,13,1.0,204.0,72.0,11/1/1994,1,1,CRD,2018.0
92.0,D Gardeck,24,LB,16,0.0,232.0,72.0,8/9/1994,0,1,CRD,2018.0
7.0,M Glennon,29,QB,2,0.0,225.0,79.0,12/12/1989,5,0,CRD,2018.0
44.0,M Golden,27,LB,11,11.0,260.0,75.0,3/13/1991,3,5,CRD,2018.0
75.0,Z Golditch,23,GC,2,0.0,295.0,77.0,2/22/1995,0,0,CRD,2018.0
5.0,Z Gonzalez,23,PK,5,0.0,202.0,72.0,5/7/1995,1,1,CRD,2018.0
78.0,C Gossett,23,GC,5,4.0,311.0,77.0,6/23/1995,0,1,CRD,2018.0
84.0,J Gresham,30,TE,13,11.0,260.0,77.0,6/16/1988,8,1,CRD,2018.0
95.0,R Gunter,26,DT,16,10.0,305.0,77.0,1/19/1992,3,5,CRD,2018.0
51.0,G Hodges,27,LB,16,6.0,236.0,74.0,1/17/1991,5,4,CRD,2018.0
69.0,W Holden,25,T,4,2.0,312.0,79.0,9/14/1993,1,1,CRD,2018.0
85.0,G Holmes,27,TE,8,4.0,255.0,77.0,3/29/1991,1,0,CRD,2018.0
74.0,D Humphries,25,T,9,9.0,307.0,77.0,12/28/1993,2,3,CRD,2018.0
76.0,M Iupati,31,GC,10,10.0,331.0,77.0,5/12/1987,8,3,CRD,2018.0
31.0,D Johnson,27,RB,16,16.0,224.0,73.0,12/16/1991,3,6,CRD,2018.0
27.0,L Johnson,28,DB,6,1.0,194.0,70.0,3/30/1990,6,1,CRD,2018.0
55.0,C Jones,28,DE,16,16.0,265.0,77.0,2/27/1990,6,8,CRD,2018.0
25.0,C Jones,23,DB,2,0.0,200.0,72.0,8/13/1995,0,0,CRD,2018.0
13.0,C Kirk,22,WR,12,7.0,200.0,71.0,11/18/1996,0,4,CRD,2018.0
2.0,A Lee,36,PK,16,0.0,185.0,73.0,8/11/1982,14,4,CRD,2018.0
22.0,T Logan,24,RB,10,0.0,195.0,71.0,9/3/1994,0,0,CRD,2018.0
94.0,C Malveaux,24,DE,4,0.0,265.0,77.0,9/22/1994,1,0,CRD,2018.0
91.0,B Mayowa,27,DE,15,4.0,252.0,75.0,8/3/1991,5,4,CRD,2018.0
1.0,M McCrane,24,PK,1,0.0,165.0,70.0,9/8/1994,0,0,CRD,2018.0
56.0,Z Moore,28,DE,16,1.0,275.0,78.0,9/5/1990,4,2,CRD,2018.0
62.0,D Munyer,26,OL,14,1.0,305.0,73.0,3/4/1992,3,1,CRD,2018.0
14.0,J Nelson,26,WR,14,2.0,160.0,70.0,4/24/1992,3,0,CRD,2018.0
39.0,D Nichols,24,DB,2,0.0,189.0,70.0,9/8/1994,0,0,CRD,2018.0
90.0,R Nkemdiche,24,DT,10,6.0,296.0,75.0,9/19/1994,2,4,CRD,2018.0
97.0,I Odenigbo,24,DE,1,0.0,258.0,75.0,4/8/1994,0,0,CRD,2018.0
63.0,R Odhiambo,26,OG,1,0.0,297.0,76.0,9/23/1992,2,0,CRD,2018.0
98.0,C Peters,30,DT,15,15.0,335.0,75.0,6/8/1988,8,7,CRD,2018.0
21.0,P Peterson,28,DB,16,16.0,198.0,73.0,7/11/1990,7,9,CRD,2018.0
82.0,J Phillips,31,TE,8,4.0,251.0,77.0,6/11/1987,9,0,CRD,2018.0
72.0,O Pierre,27,DT,10,1.0,293.0,77.0,8/27/1991,1,1,CRD,2018.0
35.0,E Pleasant,30,S,1,0.0,210.0,70.0,12/17/1988,6,0,CRD,2018.0
67.0,J Pugh,28,OG,7,7.0,311.0,77.0,8/15/1990,5,2,CRD,2018.0
43.0,H Reddick,24,LB,16,12.0,235.0,73.0,9/22/1994,1,6,CRD,2018.0
3.0,J Rosen,21,QB,14,13.0,226.0,76.0,2/10/1997,0,2,CRD,2018.0
86.0,R Seals-Jones,23,TE,15,5.0,243.0,77.0,3/15/1995,1,2,CRD,2018.0
16.0,T Sherfield,22,WR,13,2.0,219.0,73.0,2/26/1996,0,1,CRD,2018.0
71.0,A Smith,31,T,8,8.0,335.0,79.0,1/25/1987,9,3,CRD,2018.0
97.0,G Smith,27,DT,2,0.0,295.0,73.0,10/9/1991,4,0,CRD,2018.0
96.0,J Smith,28,DE,3,0.0,260.0,74.0,3/18/1990,6,0,CRD,2018.0
65.0,P Tasini,25,DT,1,0.0,307.0,75.0,5/31/1993,0,0,CRD,2018.0
28.0,J Taylor,28,DB,10,3.0,192.0,71.0,9/29/1990,5,1,CRD,2018.0
17.0,J Tolliver,23,WR,3,1.0,210.0,75.0,12/30/1995,0,0,CRD,2018.0
0,Z Turner,22,S,16,1.0,214.0,74.0,6/9/1996,0,3,CRD,2018.0
96.0,V Valentine,24,DT,3,0.0,331.0,75.0,2/23/1994,2,0,CRD,2018.0
68.0,J Vujnovich,28,T,5,2.0,300.0,77.0,10/12/1990,4,1,CRD,2018.0
59.0,J Walker,26,LB,14,0.0,236.0,74.0,12/11/1992,1,1,CRD,2018.0
73.0,J Wetzel,27,T,8,5.0,328.0,79.0,7/18/1991,5,2,CRD,2018.0
26.0,B Williams,26,DB,16,0.0,200.0,72.0,9/9/1992,2,1,CRD,2018.0
