Team,Year,Injury_Category,Age,Pos,Wt,Ht,Month_Injured,Day_Of_Team_Year
RAI,2019.0,Pectoral/Chest,9745.0,T,380.0,80.0,12,290.0
OTI,2011.0,Groin,10312.0,DB,200.0,72.0,12,286.0
CLE,2017.0,Knee,8202.0,LB,235.0,72.0,10,214.0
CLT,2020.0,Covid/Illness,9041.0,OG,315.0,78.0,12,298.0
CAR,2019.0,Foot,11135.0,QB,245.0,77.0,11,247.0
DEN,2020.0,Calf,9490.0,DE,280.0,76.0,9,205.0
CRD,2018.0,Hamstring,10275.0,T,300.0,77.0,11,271.0
RAI,2016.0,Leg,10546.0,TE,265.0,78.0,10,217.0
ATL,2015.0,Knee,8636.0,GC,290.0,75.0,12,290.0
PIT,2019.0,Shoulder,8926.0,QB,235.0,77.0,12,296.0
HTX,2017.0,Pectoral/Chest,9944.0,DE,258.0,76.0,10,222.0
ATL,2011.0,Toe,10384.0,DB,195.0,72.0,12,299.0
DAL,2020.0,Calf,10975.0,GC,315.0,76.0,12,280.0
TAM,2020.0,Covid/Illness,10040.0,T,338.0,78.0,12,291.0
PIT,2016.0,Not Specified,11534.0,T,299.0,77.0,10,220.0
PHI,2012.0,Foot,10588.0,DT,300.0,73.0,8,178.0
CLT,2020.0,Quadricep/Thigh,8744.0,DL,290.0,77.0,12,297.0
CIN,2010.0,Wrist,10661.0,DE,275.0,77.0,12,274.0
RAI,2019.0,Concussion,8657.0,DB,210.0,74.0,9,183.0
CRD,2020.0,Covid/Illness,8687.0,S,195.0,73.0,11,267.0
WAS,2014.0,Knee,11855.0,DE,299.0,78.0,12,299.0
GNB,2011.0,Knee,8462.0,TE,248.0,76.0,12,279.0
RAV,2020.0,Quadricep/Thigh,10006.0,WR,200.0,73.0,11,250.0
NOR,2009.0,Hamstring,9036.0,LB,233.0,73.0,12,280.0
CLE,2009.0,Leg,11221.0,DT,350.0,76.0,11,272.0
JAX,2017.0,Concussion,9433.0,WR,196.0,72.0,12,295.0
MIA,2020.0,Covid/Illness,8458.0,DL,330.0,79.0,8,157.0
NWE,2020.0,Foot,8140.0,LB,245.0,75.0,12,304.0
RAV,2017.0,Hamstring,11920.0,RB,200.0,69.0,9,195.0
RAV,2016.0,Rib/Lung,8277.0,LB,241.0,75.0,12,297.0
OTI,2020.0,Hamstring,8134.0,RB,200.0,71.0,10,227.0
RAM,2020.0,Covid/Illness,10059.0,WR,208.0,74.0,12,302.0
MIN,2019.0,Foot,10378.0,DT,310.0,77.0,7,145.0
CIN,2020.0,ACL,8749.0,QB,221.0,76.0,11,266.0
RAV,2016.0,Quadricep/Thigh,9122.0,RB,229.0,72.0,12,286.0
KAN,2020.0,Covid/Illness,9630.0,WR,202.0,73.0,2,335.0
NYJ,2019.0,Neck,11303.0,S,203.0,72.0,11,248.0
DEN,2017.0,Not Specified,9312.0,LB,226.0,73.0,10,231.0
DEN,2013.0,Covid/Illness,8725.0,DT,285.0,77.0,1,317.0
MIA,2017.0,Knee,10149.0,S,195.0,71.0,12,301.0
CLT,2011.0,Back,8247.0,DL,291.0,73.0,12,278.0
BUF,2020.0,Covid/Illness,10306.0,TE,252.0,78.0,1,305.0
NYJ,2015.0,Knee,9531.0,DB,196.0,72.0,10,237.0
SEA,2018.0,Not Specified,8961.0,RB,225.0,73.0,12,273.0
CLT,2009.0,Concussion,9510.0,T,290.0,78.0,11,264.0
DEN,2012.0,Fibula,9978.0,LB,245.0,71.0,10,242.0
GNB,2019.0,Ankle,8992.0,S,197.0,71.0,9,197.0
NOR,2018.0,Knee,9461.0,WR,168.0,67.0,9,200.0
MIA,2016.0,Neck,10859.0,LB,244.0,75.0,10,222.0
JAX,2020.0,Covid/Illness,10962.0,RB,195.0,68.0,10,236.0
CRD,2017.0,Neck,11956.0,RB,220.0,73.0,12,286.0
NWE,2018.0,Foot,10091.0,GC,310.0,75.0,11,248.0
NWE,2015.0,Quadricep/Thigh,8631.0,DT,263.0,74.0,12,287.0
OTI,2020.0,Quadricep/Thigh,9210.0,DB,189.0,72.0,10,220.0
JAX,2020.0,Knee,8411.0,LB,234.0,72.0,11,250.0
MIA,2017.0,Foot,8758.0,DT,311.0,75.0,12,300.0
NYG,2020.0,Covid/Illness,10492.0,RB,206.0,68.0,12,278.0
SEA,2014.0,Foot,8773.0,RB,233.0,72.0,10,236.0
SFO,2016.0,Not Specified,10083.0,LB,250.0,73.0,12,292.0
HTX,2010.0,Groin,9449.0,DE,300.0,78.0,12,287.0
DET,2009.0,Shoulder,10017.0,DB,190.0,70.0,10,223.0
DEN,2013.0,Foot,9874.0,T,315.0,78.0,9,199.0
CAR,2011.0,Neck,9814.0,LB,244.0,74.0,11,250.0
MIA,2011.0,Shoulder,9592.0,QB,215.0,75.0,10,217.0
HTX,2020.0,Concussion,10890.0,T,315.0,79.0,1,305.0
DET,2020.0,Covid/Illness,8427.0,TE,248.0,77.0,7,149.0
PHI,2018.0,Knee,10325.0,S,195.0,70.0,9,210.0
DEN,2020.0,Covid/Illness,10735.0,PK,201.0,75.0,12,287.0
WAS,2018.0,ACL,11333.0,GC,308.0,75.0,11,247.0
SFO,2020.0,Ankle,10425.0,RB,205.0,70.0,10,236.0
CLT,2015.0,Wrist,10010.0,LB,242.0,73.0,12,280.0
CRD,2019.0,Toe,10187.0,DT,305.0,77.0,12,282.0
RAV,2014.0,MCL,10417.0,DB,173.0,72.0,12,280.0
CIN,2011.0,Groin,9752.0,WR,207.0,73.0,12,299.0
RAM,2011.0,Knee,10655.0,WR,190.0,70.0,9,184.0
RAV,2015.0,Pectoral/Chest,10762.0,GC,303.0,76.0,11,260.0
NYG,2019.0,Foot,10601.0,WR,195.0,73.0,9,207.0
NOR,2016.0,Knee,8727.0,DB,180.0,73.0,12,304.0
NOR,2020.0,Quadricep/Thigh,8200.0,WR,225.0,76.0,9,212.0
SDG,2010.0,Groin,9162.0,WR,200.0,73.0,11,244.0
CAR,2020.0,Concussion,8903.0,OL,325.0,78.0,12,295.0
NYG,2015.0,Ankle,11700.0,TE,260.0,76.0,10,216.0
OTI,2013.0,Foot,9281.0,QB,228.0,74.0,11,254.0
SDG,2011.0,ACL,10763.0,PK,187.0,72.0,9,194.0
BUF,2011.0,Ankle,10658.0,WR,175.0,69.0,9,201.0
CLE,2020.0,Knee,8832.0,TE,246.0,76.0,9,196.0
ATL,2018.0,Achilles,9778.0,DB,186.0,69.0,9,206.0
CLE,2013.0,Foot,10216.0,DT,290.0,77.0,12,276.0
MIA,2017.0,Foot,8207.0,S,194.0,72.0,12,274.0
CLT,2020.0,Achilles,10093.0,T,319.0,77.0,12,282.0
JAX,2016.0,Not Specified,9133.0,DB,191.0,72.0,10,215.0
RAV,2020.0,Knee,8359.0,OL,315.0,77.0,1,312.0
TAM,2012.0,Shoulder,10794.0,T,320.0,80.0,11,270.0
SFO,2019.0,Back,11519.0,TE,252.0,77.0,12,284.0
BUF,2016.0,Foot,9942.0,DB,208.0,73.0,11,269.0
DAL,2018.0,Ankle,9919.0,WR,195.0,75.0,1,311.0
DEN,2018.0,ACL,9873.0,GC,309.0,76.0,11,262.0
WAS,2015.0,Hamstring,9425.0,S,193.0,70.0,12,279.0
CHI,2014.0,Rib/Lung,11217.0,WR,232.0,77.0,12,280.0
NYJ,2019.0,Ankle,8275.0,WR,195.0,73.0,12,289.0
DAL,2020.0,MCL,10250.0,T,315.0,77.0,9,197.0
SEA,2009.0,Neck,9759.0,T,302.0,76.0,10,223.0
MIA,2020.0,Covid/Illness,8162.0,S,191.0,73.0,8,157.0
CRD,2009.0,Ankle,9008.0,DE,300.0,77.0,1,308.0
WAS,2017.0,Fibula,10477.0,LB,245.0,73.0,12,284.0
RAV,2015.0,Back,8801.0,TE,260.0,78.0,12,293.0
RAV,2013.0,Hip,10294.0,TE,245.0,76.0,9,185.0
ATL,2015.0,Calf,11687.0,DT,344.0,76.0,12,301.0
WAS,2018.0,ACL,8942.0,DB,195.0,71.0,12,290.0
TAM,2013.0,Groin,8703.0,RB,175.0,67.0,11,248.0
MIA,2018.0,Foot,13003.0,RB,212.0,69.0,12,291.0
RAV,2013.0,Not Specified,10537.0,GC,305.0,75.0,7,141.0
JAX,2018.0,Not Specified,9919.0,LB,215.0,75.0,6,96.0
NOR,2019.0,Ankle,9463.0,WR,195.0,73.0,11,264.0
HTX,2020.0,Covid/Illness,11065.0,DE,258.0,76.0,11,248.0
OTI,2012.0,Hamstring,9875.0,DE,268.0,72.0,9,208.0
KAN,2014.0,ACL,9124.0,RB,206.0,70.0,11,253.0
WAS,2020.0,Knee,7761.0,OL,322.0,76.0,10,236.0
RAV,2020.0,Covid/Illness,11665.0,DL,265.0,75.0,11,267.0
CHI,2017.0,Hamstring,11085.0,DB,201.0,73.0,9,183.0
SEA,2013.0,Not Specified,8636.0,RB,225.0,70.0,7,144.0
JAX,2018.0,Concussion,10179.0,T,306.0,78.0,12,300.0
DET,2019.0,Bicep,11452.0,T,315.0,78.0,12,288.0
SFO,2013.0,ACL,9956.0,WR,185.0,72.0,8,177.0
CAR,2018.0,Toe,9216.0,LB,238.0,73.0,10,223.0
CIN,2018.0,Foot,8068.0,LB,241.0,74.0,12,290.0
NYJ,2012.0,Knee,7909.0,WR,215.0,76.0,12,292.0
CHI,2018.0,Concussion,10134.0,TE,268.0,76.0,11,259.0
NYJ,2012.0,Knee,10932.0,DB,170.0,68.0,11,256.0
RAM,2020.0,Ankle,12130.0,PK,197.0,71.0,11,260.0
SEA,2017.0,Shoulder,9688.0,T,308.0,77.0,12,285.0
DET,2019.0,Hamstring,9717.0,QB,235.0,76.0,11,272.0
NYG,2020.0,Achilles,9080.0,DE,255.0,77.0,10,231.0
RAV,2013.0,Not Specified,9617.0,S,207.0,71.0,7,144.0
JAX,2013.0,Not Specified,8599.0,WR,210.0,73.0,7,145.0
WAS,2018.0,Knee,8970.0,RB,225.0,69.0,9,186.0
SFO,2020.0,Knee,10025.0,RB,210.0,73.0,9,208.0
DET,2018.0,Shoulder,10788.0,DE,275.0,77.0,12,283.0
RAM,2014.0,Foot,8719.0,DB,193.0,71.0,10,236.0
SEA,2011.0,Shoulder,8636.0,WR,215.0,77.0,11,250.0
CLT,2019.0,Knee,17147.0,PK,212.0,72.0,12,281.0
SFO,2020.0,Covid/Illness,9863.0,DE,290.0,79.0,11,259.0
HTX,2010.0,Knee,9288.0,DE,258.0,77.0,12,279.0
CAR,2013.0,Achilles,10168.0,DB,207.0,72.0,9,198.0
KAN,2016.0,Achilles,12444.0,LB,242.0,75.0,12,290.0
RAI,2014.0,Foot,9924.0,WR,235.0,75.0,11,268.0
NYG,2011.0,Eye,9769.0,T,291.0,78.0,11,272.0
NYG,2014.0,Knee,11591.0,DE,267.0,77.0,12,273.0
RAM,2013.0,ACL,10457.0,T,315.0,79.0,12,297.0
NOR,2017.0,Concussion,10665.0,TE,251.0,78.0,12,274.0
NOR,2017.0,Ankle,9288.0,LB,246.0,75.0,12,300.0
SDG,2011.0,Tibia,10352.0,DE,290.0,75.0,12,279.0
NOR,2014.0,Not Specified,9300.0,DT,335.0,75.0,12,299.0
NYJ,2013.0,Knee,9726.0,TE,260.0,76.0,11,261.0
RAV,2012.0,Shoulder,9376.0,S,207.0,71.0,11,269.0
HTX,2011.0,Tricep,10451.0,T,317.0,76.0,9,203.0
CLE,2017.0,Wrist,8770.0,S,208.0,70.0,12,291.0
CLT,2019.0,Ankle,8861.0,LB,248.0,77.0,10,225.0
CRD,2016.0,Ankle,12760.0,GC,301.0,77.0,10,220.0
NYJ,2020.0,Covid/Illness,11304.0,TE,255.0,78.0,12,296.0
CRD,2020.0,Pectoral/Chest,8546.0,OL,319.0,79.0,11,257.0
CHI,2015.0,Rib/Lung,10500.0,TE,275.0,78.0,12,280.0
CLT,2020.0,Covid/Illness,11086.0,DE,285.0,77.0,11,263.0
RAI,2014.0,Concussion,9032.0,TE,255.0,77.0,12,296.0
DEN,2016.0,Back,12569.0,LB,258.0,76.0,12,301.0
HTX,2010.0,Shoulder,8398.0,LB,229.0,72.0,12,301.0
NWE,2015.0,Shoulder,8142.0,DE,265.0,74.0,12,273.0
SFO,2016.0,Achilles,10358.0,LB,230.0,73.0,10,218.0
SDG,2011.0,Concussion,10824.0,GC,310.0,77.0,11,265.0
NOR,2017.0,Not Specified,11037.0,TE,251.0,77.0,8,179.0
CLE,2020.0,Achilles,11048.0,DE,262.0,74.0,1,308.0
GNB,2011.0,Neck,10284.0,DB,207.0,71.0,10,223.0
HTX,2013.0,Hamstring,10007.0,TE,245.0,75.0,12,299.0
PIT,2020.0,Pectoral/Chest,11503.0,GC,305.0,75.0,9,200.0
PHI,2011.0,ACL,9537.0,DB,194.0,70.0,12,277.0
CLE,2020.0,Hamstring,9897.0,DB,207.0,74.0,1,315.0
WAS,2020.0,Not Specified,9578.0,WR,196.0,74.0,7,147.0
NWE,2020.0,Knee,7881.0,TE,251.0,76.0,11,253.0
HTX,2020.0,Concussion,10678.0,LB,250.0,75.0,11,252.0
DET,2019.0,Knee,9159.0,LB,245.0,73.0,12,286.0
CRD,2014.0,Not Specified,8106.0,DB,190.0,69.0,7,142.0
PHI,2015.0,Shoulder,8847.0,S,215.0,74.0,11,262.0
JAX,2018.0,Ankle,10057.0,GC,330.0,77.0,12,286.0
DAL,2020.0,Covid/Illness,9332.0,DB,202.0,72.0,12,283.0
SFO,2020.0,Back,10791.0,DE,252.0,74.0,10,215.0
WAS,2018.0,Foot,8834.0,DB,195.0,71.0,9,182.0
GNB,2014.0,Calf,8688.0,DE,301.0,75.0,12,280.0
NWE,2018.0,Hamstring,9182.0,TE,239.0,76.0,1,311.0
PIT,2019.0,Calf,9864.0,TE,261.0,76.0,9,206.0
GNB,2020.0,Covid/Illness,8254.0,LB,229.0,74.0,11,249.0
SDG,2016.0,Knee,9188.0,LB,240.0,73.0,10,222.0
NYJ,2016.0,Ankle,12018.0,GC,307.0,76.0,12,281.0
GNB,2015.0,Foot,9111.0,LB,246.0,73.0,9,196.0
CLT,2020.0,Covid/Illness,9750.0,DT,295.0,79.0,11,268.0
CLE,2017.0,Hamstring,9312.0,S,210.0,71.0,11,252.0
CLT,2017.0,Not Specified,10184.0,RB,225.0,70.0,10,231.0
HTX,2017.0,Knee,8763.0,RB,185.0,70.0,10,215.0
PHI,2020.0,Quadricep/Thigh,8905.0,DB,195.0,70.0,9,197.0
NYG,2013.0,Groin,11613.0,DB,200.0,72.0,12,289.0
GNB,2018.0,Hamstring,9281.0,WR,188.0,73.0,12,273.0
ATL,2020.0,Covid/Illness,12826.0,GC,311.0,76.0,12,304.0
TAM,2020.0,Quadricep/Thigh,9878.0,WR,183.0,69.0,12,294.0
ATL,2015.0,Quadricep/Thigh,14806.0,PK,203.0,69.0,12,283.0
NWE,2020.0,Covid/Illness,9374.0,RB,215.0,71.0,10,229.0
MIN,2011.0,Back,11263.0,GC,247.0,77.0,11,271.0
RAI,2013.0,Not Specified,10101.0,DT,312.0,76.0,7,145.0
BUF,2018.0,Fibula,8902.0,LB,223.0,72.0,12,283.0
CLT,2014.0,Hamstring,9912.0,LB,250.0,72.0,9,210.0
NYJ,2014.0,ACL,8490.0,OG,320.0,76.0,10,224.0
RAM,2009.0,Patellar Tendon,9149.0,WR,202.0,72.0,11,258.0
PIT,2013.0,Foot,10876.0,TE,270.0,79.0,9,184.0
NWE,2013.0,Pectoral/Chest,10097.0,LB,230.0,74.0,10,227.0
SEA,2020.0,Pectoral/Chest,8699.0,DB,193.0,69.0,9,187.0
SDG,2014.0,Knee,9903.0,GC,325.0,76.0,12,294.0
RAV,2015.0,Shoulder,10465.0,T,310.0,77.0,12,284.0
RAM,2009.0,Foot,10022.0,DT,285.0,75.0,10,223.0
OTI,2015.0,Ankle,8724.0,WR,195.0,75.0,9,182.0
DET,2018.0,Shoulder,8984.0,TE,265.0,77.0,12,283.0
JAX,2009.0,Knee,10322.0,DT,315.0,75.0,1,305.0
CLE,2014.0,Knee,9717.0,DL,320.0,75.0,11,256.0
SDG,2017.0,Not Specified,8413.0,TE,250.0,77.0,12,291.0
SDG,2020.0,Knee,8972.0,RB,200.0,72.0,11,257.0
WAS,2018.0,Shoulder,9702.0,WR,180.0,72.0,11,247.0
NYG,2018.0,Leg,9950.0,OG,315.0,75.0,9,200.0
SEA,2015.0,Patellar Tendon,10598.0,TE,259.0,79.0,11,272.0
CAR,2014.0,Ankle,10302.0,TE,251.0,73.0,10,218.0
TAM,2014.0,Ankle,10080.0,WR,200.0,74.0,12,287.0
HTX,2016.0,Groin,8604.0,S,225.0,75.0,11,255.0
KAN,2011.0,Foot,10318.0,RB,238.0,74.0,12,303.0
CIN,2016.0,Shoulder,9015.0,T,310.0,77.0,12,303.0
GNB,2013.0,Foot,9058.0,LB,232.0,74.0,7,144.0
TAM,2012.0,Knee,8846.0,DL,280.0,75.0,9,206.0
BUF,2009.0,Shoulder,11240.0,GC,315.0,75.0,12,290.0
NWE,2009.0,Not Specified,8564.0,GC,291.0,74.0,7,146.0
SFO,2020.0,Covid/Illness,11796.0,T,320.0,77.0,11,247.0
RAI,2020.0,Covid/Illness,8813.0,DB,195.0,72.0,10,231.0
NYG,2012.0,Knee,8937.0,RB,205.0,71.0,10,232.0
NWE,2020.0,Pectoral/Chest,10711.0,LB,263.0,75.0,10,240.0
HTX,2015.0,Patellar Tendon,9516.0,T,305.0,77.0,9,207.0
CRD,2016.0,Foot,9536.0,DB,200.0,72.0,7,146.0
NYJ,2016.0,Shoulder,11022.0,T,315.0,78.0,11,252.0
MIN,2013.0,Foot,8796.0,TE,265.0,78.0,12,281.0
RAM,2015.0,Leg,8282.0,T,340.0,76.0,11,259.0
DEN,2018.0,Quadricep/Thigh,10937.0,PK,195.0,72.0,10,217.0
JAX,2009.0,Shoulder,9643.0,WR,203.0,73.0,9,204.0
HTX,2020.0,Back,9676.0,LB,237.0,72.0,11,257.0
NYJ,2016.0,Knee,11343.0,RB,221.0,73.0,12,303.0
ATL,2020.0,Quadricep/Thigh,9288.0,WR,215.0,74.0,11,260.0
CIN,2018.0,Ankle,10254.0,TE,255.0,78.0,10,216.0
JAX,2018.0,Quadricep/Thigh,8473.0,LB,245.0,74.0,12,286.0
BUF,2012.0,Knee,8625.0,T,323.0,78.0,12,279.0
GNB,2020.0,Covid/Illness,8220.0,RB,247.0,72.0,11,245.0
SFO,2014.0,Toe,10882.0,LB,242.0,73.0,11,253.0
RAI,2020.0,Covid/Illness,11425.0,OL,315.0,74.0,10,234.0
NYJ,2018.0,Knee,9813.0,T,324.0,77.0,12,291.0
MIN,2015.0,Concussion,8816.0,DE,273.0,75.0,12,291.0
RAV,2015.0,ACL,9289.0,DB,186.0,71.0,10,224.0
CLE,2012.0,Rib/Lung,9179.0,OL,313.0,75.0,10,234.0
HTX,2017.0,Concussion,10165.0,TE,255.0,78.0,11,252.0
GNB,2016.0,Knee,9475.0,OG,307.0,76.0,1,324.0
CLE,2013.0,Pectoral/Chest,8443.0,LB,223.0,71.0,12,275.0
SEA,2019.0,Arm,9349.0,RB,225.0,73.0,12,296.0
WAS,2014.0,Hand,8767.0,DE,260.0,78.0,12,295.0
DAL,2014.0,Knee,10307.0,DE,280.0,75.0,12,302.0
CHI,2012.0,Pectoral/Chest,9715.0,DB,211.0,73.0,12,284.0
WAS,2018.0,Groin,10454.0,DT,339.0,75.0,9,182.0
HTX,2018.0,Achilles,8165.0,RB,236.0,73.0,9,182.0
TAM,2016.0,Knee,9675.0,DE,260.0,74.0,9,194.0
CRD,2020.0,Knee,9635.0,LB,232.0,72.0,12,298.0
CIN,2020.0,Foot,8886.0,RB,220.0,73.0,11,264.0
DET,2017.0,Concussion,9830.0,GC,304.0,77.0,12,301.0
CLT,2013.0,Hamstring,9382.0,DB,211.0,72.0,11,255.0
RAM,2011.0,Concussion,9340.0,T,305.0,76.0,11,267.0
CLE,2020.0,Covid/Illness,8780.0,DB,210.0,72.0,1,311.0
GNB,2012.0,ACL,8636.0,LB,239.0,71.0,10,229.0
GNB,2011.0,Leg,8276.0,OL,312.0,77.0,12,292.0
MIA,2010.0,Finger,8785.0,WR,180.0,74.0,12,283.0
TAM,2020.0,Achilles,9454.0,TE,251.0,78.0,10,218.0
CIN,2009.0,Achilles,10252.0,DE,275.0,77.0,10,230.0
MIA,2018.0,Achilles,9525.0,WR,171.0,67.0,11,270.0
CIN,2016.0,Knee,10930.0,DB,185.0,72.0,11,271.0
OTI,2019.0,ACL,8069.0,DL,305.0,76.0,8,181.0
CLT,2013.0,Knee,9817.0,LB,232.0,72.0,12,289.0
PHI,2016.0,Knee,8362.0,RB,208.0,70.0,12,285.0
OTI,2019.0,Wrist,10840.0,DB,190.0,71.0,11,247.0
CLT,2010.0,Neck,10031.0,DB,195.0,72.0,1,311.0
HTX,2018.0,Not Specified,8679.0,T,311.0,77.0,7,144.0
NWE,2010.0,Shoulder,12472.0,GC,305.0,76.0,12,274.0
KAN,2017.0,Tibia,9128.0,WR,176.0,68.0,1,305.0
JAX,2020.0,Covid/Illness,8281.0,OL,312.0,77.0,7,148.0
RAI,2016.0,Not Specified,9511.0,DE,285.0,77.0,7,149.0
NWE,2010.0,Hip,10780.0,DE,300.0,77.0,8,163.0
JAX,2012.0,Groin,9829.0,RB,224.0,72.0,11,270.0
NYG,2020.0,ACL,8626.0,RB,233.0,71.0,9,204.0
BUF,2010.0,Knee,12488.0,T,315.0,78.0,11,245.0
PIT,2020.0,Ankle,8539.0,LB,230.0,72.0,12,298.0
RAM,2011.0,Knee,10737.0,WR,190.0,70.0,11,266.0
TAM,2016.0,ACL,12331.0,WR,230.0,77.0,10,230.0
GNB,2020.0,Pectoral/Chest,10260.0,LB,235.0,74.0,10,215.0
RAM,2018.0,Not Specified,9341.0,RB,225.0,71.0,12,283.0
CIN,2012.0,Foot,8504.0,WR,210.0,74.0,12,277.0
DET,2016.0,Knee,9697.0,DE,265.0,76.0,12,279.0
CLT,2020.0,Ankle,11833.0,T,307.0,79.0,1,304.0
CIN,2020.0,Shoulder,8703.0,WR,228.0,77.0,12,275.0
CAR,2016.0,Not Specified,10653.0,T,340.0,76.0,10,215.0
MIA,2019.0,Ankle,8347.0,RB,194.0,70.0,12,296.0
NWE,2010.0,Not Specified,8782.0,DT,329.0,75.0,1,306.0
CIN,2011.0,Achilles,9836.0,DB,195.0,71.0,11,256.0
OTI,2012.0,MCL,9398.0,RB,200.0,69.0,10,238.0
CLE,2010.0,Groin,9719.0,LB,235.0,73.0,11,265.0
JAX,2013.0,Not Specified,9623.0,DT,297.0,76.0,12,295.0
KAN,2014.0,Achilles,9663.0,RB,190.0,72.0,9,211.0
RAV,2020.0,Covid/Illness,9756.0,DB,185.0,69.0,11,271.0
SFO,2009.0,Concussion,11932.0,LB,240.0,72.0,10,230.0
DEN,2020.0,Covid/Illness,8784.0,QB,228.0,76.0,11,271.0
CLT,2019.0,Concussion,9158.0,WR,207.0,73.0,9,182.0
CLT,2020.0,Calf,10541.0,TE,238.0,74.0,9,189.0
SEA,2011.0,Toe,8935.0,TE,244.0,75.0,9,184.0
ATL,2009.0,Knee,10119.0,DB,205.0,70.0,12,293.0
MIN,2014.0,Not Specified,8772.0,TE,245.0,78.0,7,144.0
RAV,2018.0,Knee,9000.0,RB,228.0,70.0,9,193.0
ATL,2013.0,Achilles,9332.0,DT,335.0,75.0,12,298.0
RAV,2020.0,Knee,8913.0,LB,239.0,75.0,10,224.0
NYJ,2014.0,Not Specified,11428.0,GC,315.0,75.0,7,142.0
NYJ,2019.0,Foot,11128.0,WR,208.0,72.0,11,247.0
NOR,2012.0,Not Specified,8437.0,DB,183.0,72.0,8,162.0
NYJ,2015.0,Not Specified,11799.0,GC,315.0,75.0,7,148.0
RAM,2011.0,Not Specified,9469.0,WR,185.0,71.0,10,217.0
SFO,2013.0,Knee,10844.0,DT,272.0,76.0,9,192.0
NYG,2017.0,Ankle,8978.0,LB,242.0,72.0,12,299.0
DEN,2018.0,Leg,10623.0,GC,300.0,75.0,11,254.0
CLE,2018.0,Neck,11207.0,WR,195.0,74.0,10,227.0
PIT,2012.0,Ankle,9051.0,T,330.0,78.0,11,269.0
BUF,2012.0,Ankle,9045.0,LB,246.0,72.0,12,291.0
DAL,2015.0,Not Specified,12937.0,QB,230.0,74.0,9,203.0
TAM,2009.0,Toe,10940.0,RB,225.0,69.0,12,300.0
TAM,2012.0,Not Specified,8189.0,DE,275.0,76.0,7,146.0
CLT,2010.0,Hamstring,8665.0,DB,194.0,70.0,10,230.0
CAR,2011.0,Hamstring,8574.0,DL,307.0,73.0,12,278.0
OTI,2019.0,Knee,10111.0,RB,224.0,71.0,10,215.0
BUF,2016.0,Shoulder,8110.0,DE,270.0,75.0,8,181.0
DAL,2020.0,Hamstring,8402.0,OL,316.0,75.0,11,264.0
DET,2012.0,Shoulder,9097.0,DT,291.0,77.0,12,292.0
PIT,2013.0,Calf,10636.0,LB,266.0,74.0,12,289.0
SFO,2020.0,Knee,11050.0,TE,242.0,74.0,10,215.0
MIN,2020.0,Covid/Illness,8487.0,OL,308.0,77.0,11,259.0
NWE,2015.0,Bicep,10046.0,OL,325.0,80.0,10,225.0
CRD,2020.0,Hand,9575.0,DE,260.0,76.0,12,301.0
RAV,2020.0,Quadricep/Thigh,8870.0,DB,182.0,68.0,11,246.0
CIN,2013.0,Shoulder,9397.0,DB,231.0,75.0,10,241.0
HTX,2014.0,Hamstring,10189.0,LB,244.0,76.0,10,218.0
CLE,2020.0,Covid/Illness,10039.0,FB,238.0,73.0,11,259.0
NYG,2017.0,Forearm,8751.0,S,218.0,72.0,12,298.0
CLE,2015.0,Foot,9621.0,RB,220.0,73.0,9,182.0
MIA,2015.0,Back,10566.0,LB,244.0,75.0,12,294.0
DET,2020.0,Covid/Illness,12044.0,DE,273.0,75.0,12,285.0
CLT,2010.0,Forearm,8542.0,DB,190.0,69.0,12,279.0
KAN,2009.0,Shoulder,12363.0,GC,311.0,77.0,11,253.0
SEA,2014.0,Calf,8733.0,DT,303.0,73.0,1,309.0
RAV,2020.0,Covid/Illness,11262.0,LB,232.0,72.0,11,246.0
RAM,2020.0,Covid/Illness,10968.0,DT,297.0,77.0,12,304.0
HTX,2018.0,Concussion,9290.0,S,210.0,73.0,1,305.0
CRD,2018.0,Foot,8623.0,T,305.0,78.0,12,297.0
ATL,2018.0,Groin,10861.0,DE,280.0,74.0,11,270.0
DEN,2017.0,Shoulder,9486.0,QB,220.0,75.0,12,287.0
RAV,2009.0,Quadricep/Thigh,12082.0,LB,225.0,73.0,10,216.0
SFO,2019.0,Pectoral/Chest,9225.0,LB,227.0,73.0,11,247.0
PHI,2009.0,Back,10331.0,T,318.0,78.0,9,195.0
NOR,2009.0,Tricep,11447.0,DE,285.0,75.0,1,308.0
MIN,2020.0,Covid/Illness,9982.0,RB,250.0,71.0,11,262.0
CRD,2020.0,Back,9358.0,PK,202.0,72.0,12,292.0
NYJ,2019.0,Groin,10028.0,LB,250.0,74.0,12,275.0
SFO,2018.0,Shoulder,9804.0,S,215.0,73.0,12,294.0
NYJ,2018.0,Shoulder,9945.0,LB,231.0,72.0,12,301.0
ATL,2018.0,ACL,8445.0,S,211.0,72.0,9,189.0
CIN,2018.0,Knee,8765.0,DT,295.0,76.0,11,265.0
PHI,2020.0,Covid/Illness,9514.0,RB,220.0,70.0,11,262.0
MIA,2020.0,Covid/Illness,8152.0,S,191.0,73.0,7,147.0
RAI,2020.0,Covid/Illness,8790.0,S,205.0,72.0,11,261.0
HTX,2013.0,Knee,11391.0,DB,212.0,71.0,10,227.0
GNB,2019.0,Knee,9971.0,S,210.0,71.0,8,181.0
CAR,2017.0,Knee,11339.0,DE,270.0,74.0,7,145.0
CIN,2015.0,ACL,8529.0,T,310.0,77.0,9,182.0
